,ID,RA,Dec,redshift,M_gal,host_ID,host_RA,host_Dec,host_redshift
318896,13694067,-0.45564050208654927,0.14494935102820117,2.006423717827021,31452819681.44094,13694017.0,-0.4570150813147794,0.14403468296586808,2.0065064870645344
318904,13694075,-0.45846649157619396,0.14478739121175455,2.006296201117994,3304655056.8022733,13694017.0,-0.4570150813147794,0.14403468296586808,2.0065064870645344
1744676,15132519,-0.45905226268633115,0.14407086311849204,2.3232006601017816,2359596435.6555243,13694017.0,-0.4570150813147794,0.14403468296586808,2.0065064870645344
709590,14097433,-0.32129347339514214,0.07080778053289793,2.1596568393835667,71202214236.8933,14339642.0,-0.31850423683695017,0.07312863158243066,2.157673059014121
709599,14097442,-0.3214059855474814,0.07022547854360706,2.1596957870796234,2525892081.973375,14339642.0,-0.31850423683695017,0.07312863158243066,2.157673059014121
2736770,16124613,-0.08641782773485762,0.23440909400721177,2.447246299477976,5714765601.46603,15190377.0,-0.08643218418010867,0.2346510426401025,2.33668537574552
3993248,17381091,-0.08521483151961734,0.23778817530486207,2.643486060065825,1225177832.789681,15190377.0,-0.08643218418010867,0.2346510426401025,2.33668537574552
4646765,18034608,0.4336214545960808,0.4138793880238336,2.912797165697927,1946261700.7098887,18034592.0,0.43437676464892516,0.4129183303395634,2.9127986061245066
4646802,18034645,0.43160399205581357,0.41064720011983835,2.9129418239587723,1462635772.4844558,18034592.0,0.43437676464892516,0.4129183303395634,2.9127986061245066
4646825,18034668,0.4352962772178256,0.41389811165431,2.9128230001214304,17443243722.747395,18034592.0,0.43437676464892516,0.4129183303395634,2.9127986061245066
4646829,18034672,0.4357707459681186,0.4138220963028252,2.9128368837947507,1458972446.940707,18034592.0,0.43437676464892516,0.4129183303395634,2.9127986061245066
6378844,19766687,0.4362479093244892,0.41556440798741034,3.166530990705004,1017279111.7616959,18034592.0,0.43437676464892516,0.4129183303395634,2.9127986061245066
6655450,20043293,0.43415370827087985,0.4117063158966666,3.254969615155351,1085914606.2177835,18034592.0,0.43437676464892516,0.4129183303395634,2.9127986061245066
2638108,16025951,-0.06446804284958763,-0.04204248336245198,2.394399741448088,4766117856.463421,18280856.0,-0.06088862655016519,-0.04047923658424851,2.7994294226147414
2638134,16025977,-0.06337937461026372,-0.039255120873181615,2.3953608209394424,1206704451.5779457,18280856.0,-0.06088862655016519,-0.04047923658424851,2.7994294226147414
4893034,18280877,-0.06173187939619651,-0.03934126245847819,2.7993276824271187,3096553789.302425,18280856.0,-0.06088862655016519,-0.04047923658424851,2.7994294226147414
4893035,18280878,-0.06227189208843947,-0.03938016786536591,2.799438435867697,5564701763.297008,18280856.0,-0.06088862655016519,-0.04047923658424851,2.7994294226147414
4893048,18280891,-0.06050196333578911,-0.040879089679506986,2.799390142873441,5210368936.010144,18280856.0,-0.06088862655016519,-0.04047923658424851,2.7994294226147414
531932,13919775,-0.3001854406171819,-0.3427227168379109,2.0713733019967497,1377885971.8072562,14943848.0,-0.2975857462107271,-0.3441999150684596,2.3026809773810406
1048618,14436461,-0.29666650531205996,-0.3434448889575725,2.116831347363461,2649882210.9066186,14943848.0,-0.2975857462107271,-0.3441999150684596,2.3026809773810406
1556007,14943850,-0.2976024671287237,-0.3439873634217156,2.3026517094202856,1374936918.380777,14943848.0,-0.2975857462107271,-0.3441999150684596,2.3026809773810406
1556026,14943869,-0.2973098285822108,-0.3468071534652476,2.3028820597450843,5255239819.54583,14943848.0,-0.2975857462107271,-0.3441999150684596,2.3026809773810406
4064087,17451930,-0.2944310130429988,-0.3466344513439835,2.7490431353001523,8437100239.013915,14943848.0,-0.2975857462107271,-0.3441999150684596,2.3026809773810406
2840690,16228533,-0.21411507443569605,-0.34633828752716167,2.4525016289644457,2884903024.239829,16228523.0,-0.21512987729826888,-0.34631039214742254,2.452466358319129
2840693,16228536,-0.21383939350599285,-0.3474384801459345,2.452431830196969,2650403579.5915413,16228523.0,-0.21512987729826888,-0.34631039214742254,2.452466358319129
2840782,16228625,-0.21509435718813014,-0.34965959028674365,2.455301532842539,14163111855.018112,16228523.0,-0.21512987729826888,-0.34631039214742254,2.452466358319129
3966625,17354468,-0.21591635861181607,-0.34980373516514074,2.6416181482364065,1016741177.8544362,16228523.0,-0.21512987729826888,-0.34631039214742254,2.452466358319129
1331357,14719200,0.07161445875029215,0.3646239825269212,2.244118207788634,173008258975.99036,14719245.0,0.073487443314731,0.3674747337356682,2.24424823609828
1331371,14719214,0.07307998564501761,0.36770910002513546,2.2443075907951218,6819102212.751066,14719245.0,0.073487443314731,0.3674747337356682,2.24424823609828
1331399,14719242,0.07200470764321465,0.3650717478902362,2.2441552073788102,53294208149.6593,14719245.0,0.073487443314731,0.3674747337356682,2.24424823609828
1331435,14719278,0.07083183510726965,0.3674242083570568,2.244343413665131,3451873311.4648304,14719245.0,0.073487443314731,0.3674747337356682,2.24424823609828
1979503,15367346,0.07344006474930409,0.3652726163558534,2.2726359295087444,24464997779.78057,14719245.0,0.073487443314731,0.3674747337356682,2.24424823609828
1979512,15367355,0.07468681087073192,0.36483231114584547,2.2724726916148343,1628718028.5708077,14719245.0,0.073487443314731,0.3674747337356682,2.24424823609828
1979546,15367389,0.07652984564802101,0.3671239887561003,2.2732498346501653,2116134896.401923,14719245.0,0.073487443314731,0.3674747337356682,2.24424823609828
928684,14316527,-0.47459359821663266,-0.4793823521999204,2.152417420913196,2559359527.2650094,14316508.0,-0.47364996288189065,-0.47864586179744667,2.15234899092616
928685,14316528,-0.47539073737475085,-0.47811939867688563,2.152294057449978,23391312032.322277,14316508.0,-0.47364996288189065,-0.47864586179744667,2.15234899092616
928695,14316538,-0.4737228759752528,-0.4775665443064584,2.152319109216435,16514158073.319489,14316508.0,-0.47364996288189065,-0.47864586179744667,2.15234899092616
6855146,20242989,-0.029991832262963425,-0.4782840590946132,3.507142820635596,1160962559.2265284,21449272.0,-0.030445550825973222,-0.48172691807394186,3.644454555739769
8061444,21449287,-0.0313986161429915,-0.48205737489696276,3.6444883737566025,3371607973.168237,21449272.0,-0.030445550825973222,-0.48172691807394186,3.644454555739769
8061458,21449301,-0.030685542667807042,-0.481540446705524,3.644535977657787,1259061995.007633,21449272.0,-0.030445550825973222,-0.48172691807394186,3.644454555739769
1199313,14587156,0.17281374280252848,0.346687911822415,2.13083436802746,1966086436.7805574,14587153.0,0.17267976198738433,0.3467078432141202,2.1308847109436404
1199316,14587159,0.1725617653320216,0.34677367278089843,2.130881702615295,4858326817.173898,14587153.0,0.17267976198738433,0.3467078432141202,2.1308847109436404
1705937,15093780,0.1724328001132942,0.3446994682855703,2.329934499932232,14292698909.353354,14587153.0,0.17267976198738433,0.3467078432141202,2.1308847109436404
1705968,15093811,0.1731893741499423,0.3498082453479442,2.3303226992895607,2139042932.9339492,14587153.0,0.17267976198738433,0.3467078432141202,2.1308847109436404
1870790,15258633,0.17551433145232642,0.3469449566693734,2.2795445322956254,5847833521.946344,14587153.0,0.17267976198738433,0.3467078432141202,2.1308847109436404
2135205,15523048,0.1700961392452509,0.3473131785129646,2.406643252957123,1316171875.2668245,14587153.0,0.17267976198738433,0.3467078432141202,2.1308847109436404
2729599,16117442,0.17059533869161492,0.3433007783375005,2.4558818230118,2715888773.098041,14587153.0,0.17267976198738433,0.3467078432141202,2.1308847109436404
552844,13940687,-0.42943020990039055,0.2569771405286232,2.0816372914938164,4297842185.807484,15695429.0,-0.4306189668058322,0.2581410276879038,2.4801514735942285
2307591,15695434,-0.43163186011968296,0.25792615609029623,2.480229163068961,3910561948.9903483,15695429.0,-0.4306189668058322,0.2581410276879038,2.4801514735942285
2610601,15998444,-0.4292963424083843,0.2555081556554927,2.389292812116686,2130951348.8662417,15695429.0,-0.4306189668058322,0.2581410276879038,2.4801514735942285
