     id  redshift           hst.wfc.F814W       hst.wfc.F814W_err       jwst.nircam.F115W   jwst.nircam.F115W_err       jwst.nircam.F150W   jwst.nircam.F150W_err       jwst.nircam.F277W   jwst.nircam.F277W_err       jwst.nircam.F444W   jwst.nircam.F444W_err        jwst.miri.F770W      jwst.miri.F770W_err           hst.wfc.F606W       hst.wfc.F606W_err       jwst.nircam.F090W   jwst.nircam.F090W_err       jwst.nircam.F200W   jwst.nircam.F200W_err       jwst.nircam.F356W   jwst.nircam.F356W_err       jwst.nircam.F410M   jwst.nircam.F410M_err 
 782737     -99.0                     0.0  3.6020200000000005e-05                     0.0  3.3106778000000006e-05            5.141094e-05   9.267190999999999e-06           5.9558302e-05             2.31571e-06            6.867321e-05           3.8704257e-06                    0.0                   -0.099                     0.0  3.9939214000000004e-05                     0.0           2.9986814e-05            7.199662e-05           7.5573926e-06            6.751558e-05           2.1468964e-06   6.308076499999999e-05            4.877262e-06 
 782740     -99.0           6.5120995e-05          1.05015375e-05             6.57734e-05             9.61968e-06   7.804067000000001e-05           8.0042835e-06   7.055213000000001e-05           1.9969107e-06  5.5832695000000005e-05           3.2043878e-06                    0.0                   -0.099                     0.0           3.4107048e-05           3.9785527e-05             9.83566e-06           7.0446394e-05           6.4718868e-06   6.896373000000001e-05           1.8063886e-06  5.1316235000000004e-05           4.0501733e-06 
 782892     -99.0                     0.0                  -0.099                     0.0                  -0.099    5.24532395178973e-05  1.5696212974816802e-05                     0.0     1.9110294463384e-05                     0.0    1.67927613161597e-05                    0.0                   -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099 
 782913     -99.0                     0.0  1.2494520546866099e-05                     0.0                  -0.099                     0.0    3.91917799020222e-05    8.02229948378625e-05     9.7567177613837e-06  0.00012177438512602489    1.08749304755063e-05                    0.0                   -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099 
 782969     -99.0                     0.0            5.888454e-05                     0.0    3.06024083221145e-05                     0.0           3.1188902e-05   6.182377399999999e-05            4.498711e-06            7.316954e-05           7.3989336e-06                    0.0                   -0.099                     0.0            6.511479e-05                     0.0            5.367992e-05                     0.0           4.3162145e-05            7.095027e-05            4.216686e-06            8.177065e-05            9.299543e-06 
 782977     -99.0                     0.0                  -0.099                     0.0                  -0.099   0.0011788044690962808   0.0003803209957648913   0.0004291206157687325  0.00012007082566578441                     0.0                  -0.099                    0.0                   -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099 
 783010     -99.0                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                    0.0                   -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099 
 757059     -99.0   0.0014851044468973753  2.5836048392456503e-05   0.0017690451252406934   0.0001038141454309152   0.0018330029772322186    8.31587213263153e-05    0.002175236149795862    3.34673848734629e-05   0.0012551916835105675    3.60437133261021e-05                    0.0                   -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099 
 757093     -99.0    0.000784863416864568     2.1391655777948e-05   0.0008626566774568474   6.512664247907329e-05    0.000985056784403985    5.29171637947067e-05   0.0017007041356543542    2.46297104223186e-05   0.0016282999474246571    2.73293561517614e-05                    0.0                   -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099 
 757094     -99.0   0.0002720076948115123     1.8737036074334e-05   0.0003512764230082801    5.66547425716941e-05   0.0003587962311750272    4.64882723132072e-05   0.0008492759192506609    1.56343977427565e-05    0.000929746153867392    1.66971065490404e-05                    0.0                   -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099 
 757095     -99.0   0.0005251677546497644  2.0390577279776502e-05   0.0006814392042817993    6.91359465747899e-05   0.0009915246542904683    5.86492428209001e-05   0.0011483708198101888    2.05123077055968e-05   0.0010299366519556613    2.35855749024916e-05                    0.0                   -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099 
 757144     -99.0   0.0020254008660060795    1.56694642398481e-05   0.0028732016359361407  4.0834705807651205e-05    0.003034467545397527     3.3742937429403e-05   0.0038537349256129476    1.45252307128258e-05   0.0026996369870422162    1.54305218659135e-05                    0.0                   -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099 
 757177     -99.0   0.0001220159049447869     9.6987111174993e-06  0.00010013806961035129        2.5140066217e-05    9.81290980399696e-05    2.01159189495887e-05   0.0001582645483060085    1.12543418875733e-05    9.00948299615342e-05    1.29048629813987e-05                    0.0                   -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099 
 757208     -99.0    4.06626546664244e-05     8.0868510290119e-06    0.000111432598351814  2.9553332331504397e-05   0.0001231133166441824     2.3731356251134e-05    8.06048972304215e-05     8.1464342044145e-06    8.17840041461602e-05     9.7087949227591e-06                    0.0                   -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099 
 757212     -99.0      3.811569483757e-05     7.8684579582616e-06                     0.0    4.04404721874821e-05  5.8039875425396404e-05    1.15632449131846e-05     3.6877420575993e-05     4.9370437830995e-06  2.4666880485434197e-05     6.1850262927512e-06                    0.0                   -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099 
 781298     -99.0                     0.0  0.00041523153901238205   0.0017721107550926713   0.0003598022027930291                     0.0                  -0.099                     0.0   0.0002197141408836752                     0.0                  -0.099                    0.0                   -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099 
 781337     -99.0   8.163192403529231e-05    1.16009188917091e-05                     0.0    3.25837654834764e-05    8.57442205815024e-05    2.06340992314112e-05    3.95504380252182e-05     7.1426317581658e-06    5.94000305375888e-05   8.629432853321401e-06                    0.0                   -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099 
 781346     -99.0                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                    0.0                   -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099 
 781476     -99.0                     0.0  6.3391932009054995e-06                     0.0                  -0.099                     0.0    3.30273505626261e-05                     0.0     7.6884305668021e-06                     0.0     8.2400414199367e-06                    0.0                   -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099 
 781481     -99.0                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099   0.0003658535370405769   9.629207028598471e-05                     0.0                  -0.099                    0.0                   -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099 
 781527     -99.0    0.000827475586410522   9.783591855399789e-05   0.0011278698876099973   0.0003356313799151999                     0.0   0.0003498464137493812   0.0004781523365019957    5.32757132234707e-05                     0.0                  -0.099                    0.0                   -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099 
 759140     -99.0            9.403062e-05           1.1282715e-05                     0.0  2.4090828000000003e-05            7.567816e-05           1.2847519e-05   0.0005808157000000001           4.0628663e-06            0.0010157828           5.7845395e-06                    0.0                   -0.099            7.090757e-05           1.2215802e-05                     0.0           2.7584152e-06            0.0003696805           1.0752141e-05           0.00072143525           3.8633773e-06            0.0009306491           7.3282616e-06 
 759175     -99.0  0.00014624662913260438   5.073643913820801e-06           0.00027244115           1.1692638e-05           0.00020738555            9.643897e-06           0.00016231507           2.8991434e-06            7.807319e-05           4.1198735e-06                    0.0                   -0.099           0.00016527857   9.175912499999999e-06           0.00017647973          1.19514745e-05           0.00025925338            7.983367e-06           0.00012131637            2.648423e-06            8.729502e-05           5.0150026e-06 
 759202     -99.0    3.59994527205313e-05     7.6413744201155e-06    7.79582715756811e-05  1.8005233523976203e-05  0.00011757673486120559  1.4435889676394101e-05   0.0002488251713280731     6.0896596793107e-06   0.0003002341565695719     7.0168650675338e-06                    0.0                   -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099 
 759203     -99.0   0.0002735604790936682  1.2230913394290798e-05            0.0003054199           1.7659266e-05           0.00068036014          1.49652725e-05            0.0027182763           5.6180414e-06            0.0054138937   7.832297999999999e-06                    0.0                   -0.099           0.00012629043  1.4033418000000001e-05           0.00020659117           1.8133286e-05            0.0014369379  1.3003626000000001e-05   0.0034083100000000003           5.4976763e-06             0.004571179           1.0139802e-05 
 759298     -99.0  0.00023848918647181999   8.646984810973301e-06           0.00024690218  1.2515848499999999e-05  0.00030366510000000003  1.0582566999999999e-05            0.0006218554           3.3961316e-06            0.0007175203           4.6770386e-06                    0.0                   -0.099            0.0001281498           1.0091743e-05  0.00024354658000000002           1.2985799e-05  0.00046115532999999997            8.923488e-06   0.0005777733000000001           3.1681417e-06            0.0006704386  5.8825020000000005e-06 
 759362     -99.0   6.432680000000001e-05            7.945337e-06            5.651226e-05           1.0749719e-05            5.541149e-05   8.945458999999999e-06           0.00019853935           2.7463618e-06            9.950244e-05           3.8212712e-06                    0.0                   -0.099            2.579625e-05            8.457634e-06            4.802477e-05           1.1096134e-05   6.941011499999999e-05           7.3359273e-06  0.00013939866000000001            2.502092e-06           0.00011172666           4.7433167e-06 
 784159     -99.0           0.00012681423           1.2900493e-05            6.212516e-05           1.8033938e-05                     0.0            4.035103e-05  0.00011451983000000001   4.468045999999999e-06           0.00012428269           6.3827722e-06                    0.0                   -0.099           9.8915994e-05           1.4631678e-05            8.515589e-05            1.858143e-05            0.0001491574           1.2383614e-05             9.91543e-05            4.104863e-06   8.943505599999999e-05            7.916514e-06 
 784217     -99.0                     0.0      4.369634931083e-07                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                    0.0                   -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099 
 784265     -99.0   0.0001409443960676978  1.5029062634873899e-05   0.0001266695500630061  3.1439028737124796e-05   0.0001004268629731068     2.5138208447018e-05  0.00011044485650973041     8.7983028499476e-06   0.0001436266420788391    1.04693493162322e-05                    0.0                   -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099 
 784266     -99.0    5.74399830042976e-05    1.04915823952903e-05                     0.0     4.6453764011756e-05                     0.0            9.137367e-06  5.9774313000000004e-05           2.8645752e-06   7.369546000000001e-05            4.184516e-06                    0.0                   -0.099           3.3163194e-05              9.2186e-06                     0.0  2.4300149999999998e-05            3.796829e-05            8.035998e-06   6.627796599999999e-05  2.7067523999999998e-06           7.4903995e-05            5.159332e-06 
 784379     -99.0  4.2938320520028204e-05      7.134850856887e-06             5.44026e-05            1.618499e-05           6.4910024e-05           1.3621989e-05   8.201174399999999e-05            3.945684e-06           6.2070783e-05            5.739729e-06                    0.0                   -0.099           5.6919776e-05           1.3278896e-05                     0.0           2.4602199e-05   7.811446499999999e-05  1.1049852000000001e-05   7.993889599999999e-05  3.6629459999999997e-06           6.4916156e-05             7.28657e-06 
 784406     -99.0    2.55956434085263e-05     6.3925151247764e-06                     0.0           5.8670393e-06                     0.0           2.8674363e-06            3.197722e-05           1.8057761e-06           4.1628435e-05            2.649719e-06                    0.0                   -0.099           2.1014972e-05           5.9192204e-06                     0.0           1.7072205e-05           2.4660239e-05            5.150989e-06  4.0074279999999995e-05           1.7188727e-06           4.2747643e-05           3.2793928e-06 
 614257     -99.0                     0.0    2.48686554357618e-05                     0.0  4.9975231480611306e-05  0.00010632425879879551    2.39859433215097e-05   0.0001701909413713725    1.10432795674091e-05   0.0001832211599718428    1.29784966574858e-05                    0.0                   -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099 
 614295     -99.0  4.8409707009226104e-05    1.22133218995836e-05    9.16601320578847e-05  2.6760744618975902e-05   0.0001463712913641923    2.21926362741741e-05   0.0001244937894196408  1.2857311153222299e-05    9.35988068896339e-05     1.4017620121034e-05                    0.0                   -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099 
 614320     -99.0   8.825492891579891e-05    2.46050340087718e-05                     0.0    6.63827237608817e-05   0.0001987789110787357    2.70396135999042e-05  0.00033697758467993063    1.40241974383582e-05   0.0003826791307002777  1.5588573151545302e-05                    0.0                   -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099 
 614384     -99.0   0.0001023433386786149  2.8305699737088097e-05   0.0001626974603099578  4.1940850316773605e-05   0.0003050075406200966    3.40060043626996e-05   0.0008066846455956912  1.7161035719078002e-05    0.001062438414644843    1.87874944644629e-05                    0.0                   -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099 
 614385     -99.0  0.00020750316838259318    2.51886627456824e-05   0.0006107401070688538    4.16913627704674e-05     0.00122434247864166    3.48798157540101e-05    0.002622951976877533  1.9445993885597298e-05    0.003745276955109263    2.07527712833513e-05                    0.0                   -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099 
 614398     -99.0   0.0002661064426418142    2.45628097883292e-05   0.0004283412310290413  4.7563937249066604e-05   0.0009269365911466188    3.80270846688209e-05   0.0013606991617185038    2.24713773084544e-05   0.0017356273136468463    2.33921851774251e-05                    0.0                   -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099 
 614469     -99.0  5.6043642948584095e-05    1.25155282482456e-05    7.97689979033932e-05    1.79888163272539e-05    5.56449590362482e-05    1.47107373695108e-05     6.0225662662799e-05  6.2252729049125004e-06    3.63785276840236e-05      7.444015524518e-06                    0.0                   -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099 
 614473     -99.0    5.36928747764079e-05    1.63219245091047e-05   0.0001025891776967655  2.6287523731026298e-05  0.00014693203299909291    2.18872210300537e-05   0.0001473493381319441  1.0978752160417301e-05   0.0001890849147202949  1.3366331642718002e-05                    0.0                   -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099 
 641733     -99.0                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                    0.0                   -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099 
 641795     -99.0                     0.0                  -0.099   0.0010289812470720698   0.0002834828992466185                     0.0   0.0005896099593643529                     0.0                  -0.099                     0.0                  -0.099                    0.0                   -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099 
 641883     -99.0    4.95456246772015e-05    1.35840279220617e-05                     0.0    3.06381174310752e-05  4.5556338984558904e-05    1.49951782882587e-05    3.58623949926166e-05     6.4399281957604e-06  4.7541341631410896e-05     7.7369619945238e-06                    0.0                   -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099 
 641890     -99.0                     0.0                  -0.099                     0.0                  -0.099                     0.0    1.46922091752002e-05    1.32813381737863e-05     4.0264450911648e-06  2.0088526103568298e-05     4.9478733227991e-06                    0.0                   -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099 
 641894     -99.0                     0.0                  -0.099     9.6097689226166e-05    2.50904538294788e-05                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                    0.0                   -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099 
 642093     -99.0                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                    0.0                   -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099 
 661756     -99.0   0.0001923380432389777    1.79934028594778e-05   0.0003731509561093587    3.05519114515964e-05   0.0004370196212372733    2.45670747985922e-05   0.0004864904881831521    1.21360227384427e-05    0.000438584693048083    1.34579603090854e-05                    0.0                   -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099 
 661795     -99.0   0.0001008531654603178  1.4799793271417301e-05   0.0001768096229966081  2.3607652743092602e-05  0.00019571248015777008  1.8741239188025698e-05   0.0001004791886722486     9.7595158592511e-06    7.73487063791949e-05    1.08044815565595e-05                    0.0                   -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099 
 661847     -99.0   0.0002518381228655232  1.7922236420548102e-05    0.000478521146292388    3.08774791830821e-05   0.0005618861811629197    2.44988785129581e-05   0.0007534067487581087    1.30254343852746e-05   0.0008051583552841777    1.40840022434078e-05                    0.0                   -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099 
 683403     -99.0                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                    0.0                   -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099 
 683416     -99.0                     0.0  4.0645897996973495e-05   0.0002411406628612606    4.58092433639529e-05                     0.0                  -0.099    4.16964082025492e-05    1.22427697281364e-05                     0.0                  -0.099                    0.0                   -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099 
 683430     -99.0                     0.0   7.888826440528201e-06                     0.0                  -0.099                     0.0    1.35692304674641e-05                     0.0                  -0.099                     0.0     8.9254358467329e-06                    0.0                   -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099 
 683473     -99.0                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                    0.0                   -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099 
 683511     -99.0                     0.0    6.53476153186574e-05                     0.0    7.33424806531487e-05                     0.0   0.0001180539120055491     0.00019471800903553     1.8706139055109e-05   0.0001859422701614868    1.99571760193805e-05                    0.0                   -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099 
 683632     -99.0                     0.0      2.906417851264e-06                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                    0.0                   -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099 
 659747     -99.0    7.89489618297163e-05    2.09298857357184e-05                     0.0                  -0.099                     0.0    5.87137297103546e-05   0.0001174255767987403  6.5507628432258995e-06    8.35493147536413e-05     8.2180841722202e-06                    0.0                   -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099 
 659764     -99.0   0.0009784182416258426    1.49259418758692e-05   0.0033506611922694417    1.97302115508759e-05    0.004002105070043468    1.72554037149496e-05    0.002059835913616523     5.8055137179811e-06   0.0014105444637701374     5.9014416895446e-06                    0.0                   -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099 
 659782     -99.0    6.57428878642489e-05    1.31370668082991e-05                     0.0    4.79493030001024e-05   0.0001088729894170775    1.54958819263216e-05   0.0001092134229250809     6.2994914320581e-06  0.00010957855927687179     7.7246400522739e-06                    0.0                   -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099 
 659867     -99.0     0.00018708760154477    2.33524259559687e-05   0.0002572309666602805    3.16201646553638e-05  0.00035759038512966516    2.49475225259635e-05   0.0003075437349435276    1.38794036236183e-05   0.0003359279163811699    1.66958024066267e-05                    0.0                   -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099 
 659907     -99.0   0.0001652599789240775  1.9327086086928303e-05   0.0002055741074655896    3.67770641752077e-05  0.00040478190941031826    2.82422209812869e-05   0.0004101879136906994    1.20112890396636e-05  0.00042488172736837934    1.41502280777326e-05                    0.0                   -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099 
 659915     -99.0   0.0002033646384604475    1.96235827325008e-05   0.0002765292816377459    4.02908691514618e-05    0.000726418579764401    3.15766154743361e-05   0.0005118517125053474    1.28795007196433e-05   0.0004731227758137997  1.4826834731662899e-05                    0.0                   -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099 
 659918     -99.0   0.0006213242179980287    2.11804578645259e-05   0.0011144880161631423    4.42955902795726e-05   0.0017321218053878882    3.53272066860321e-05    0.002275184091483516    1.45722811240306e-05   0.0030064374332405765  1.6821190314498797e-05                    0.0                   -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099 
 659922     -99.0   0.0014949249812050425    3.41551632122774e-05   0.0027564351035727994    8.14177664487133e-05   0.0034564438267675975    6.20692838247347e-05    0.005189515509093297    2.75898521343216e-05    0.004313389817736533    2.94827959113519e-05                    0.0                   -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099 
 680765     -99.0                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                    0.0                   -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099 
 680790     -99.0                     0.0    2.06508689667683e-05                     0.0                  -0.099                     0.0    2.06945343518865e-05    2.65642878384628e-05     3.9113094405435e-06  1.7198591600671402e-05   5.047276950862499e-06                    0.0                   -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099 
 680845     -99.0    4.95466930096599e-05    1.56029446835995e-05                     0.0                  -0.099                     0.0    3.25339007407379e-05    3.06433697547296e-05     5.4974056655104e-06  4.1287534835232505e-05     6.9706040478745e-06                    0.0                   -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099                     0.0                  -0.099 
